employee_id,name,designation,department,seniority_level,experience_years,qualification,join_date,state
EMP00212,Leela Balasubramanian,Deputy Director,State DES - Karnataka,5,13.3,M.A. Economics,2013-10-14,Gujarat
EMP00213,Darsh Chaudhuri,Statistical Officer (SO),Social Statistics Division (SSD),2,5.7,M.Sc. Statistics,2021-09-17,Jharkhand
EMP00214,Yatin Chaudhary,Director General,State DES - Uttar Pradesh,9,22.2,B.Sc. Statistics,2004-06-09,Andhra Pradesh
EMP00215,Utkarsh Narayanan,Joint Director,Social Statistics Division (SSD),6,21.5,M.Sc. Data Science,2005-10-24,Tamil Nadu
EMP00216,Bhavini Gupta,Senior Statistical Officer (SSO),State DES - Maharashtra,3,4.4,M.A. Economics,2022-11-15,Uttar Pradesh
EMP00217,Mohammed Dasgupta,Senior Statistical Officer (SSO),National Sample Survey Office (NSSO),3,12.1,PhD Statistics,2014-05-07,Maharashtra
EMP00218,Mitali Gill,Assistant Director,Social Statistics Division (SSD),4,14.9,M.Tech Computer Science,2012-07-27,Jharkhand
EMP00219,Rushil Dasgupta,Deputy Director,State DES - Tamil Nadu,5,9.4,M.Sc. Data Science,2017-06-28,Punjab
EMP00220,Timothy Ahluwalia,Joint Director,Social Statistics Division (SSD),6,15.3,MBA,2011-12-15,Andhra Pradesh
EMP00221,Ekaja Kaur,Joint Director,State DES - Uttar Pradesh,6,23.7,PhD Statistics,2003-09-09,Telangana
EMP00222,Dayamai Samra,Director,State DES - Karnataka,7,15.9,M.Sc. Mathematics,2011-05-11,Chhattisgarh
EMP00223,Anya Samra,Joint Director,Economic Census Division (ECD),6,19.9,PhD Statistics,2007-12-14,Himachal Pradesh
EMP00224,Joshua Khare,Additional Director General,Central Statistics Office (CSO),8,22.2,M.A. Economics,2004-07-09,Himachal Pradesh
EMP00225,Dev Gill,Junior Statistical Officer (JSO),State DES - Tamil Nadu,1,1.3,MBA,2025-09-26,Telangana
EMP00226,Utkarsh Mukhopadhyay,Senior Statistical Officer (SSO),National Accounts Division (NAD),3,13.5,PhD Statistics,2013-03-03,Maharashtra
EMP00227,Zaitra Mani,Joint Director,State DES - Karnataka,6,16.3,B.Sc. Statistics,2010-03-22,Himachal Pradesh
EMP00228,Aahana Kant,Joint Director,National Sample Survey Office (NSSO),6,17.3,M.Sc. Mathematics,2009-06-13,Jharkhand
EMP00229,Eshana Mandal,Deputy Director,National Sample Survey Office (NSSO),5,11.5,B.Sc. Statistics,2015-08-17,Uttar Pradesh
EMP00230,Daniel Taneja,Statistical Officer (SO),Economic Census Division (ECD),2,3.8,PhD Statistics,2023-10-10,Rajasthan
EMP00231,Mohammed Dani,Assistant Director,National Sample Survey Office (NSSO),4,7.2,PhD Statistics,2019-12-15,Uttar Pradesh
EMP00232,Nikita Lata,Joint Director,State DES - Bihar,6,20.0,M.Sc. Statistics,2006-09-10,Chhattisgarh
EMP00233,Ekaja Agrawal,Senior Statistical Officer (SSO),State DES - Bihar,3,11.1,M.Sc. Mathematics,2015-09-08,Telangana
EMP00234,Eta Mody,Senior Statistical Officer (SSO),State DES - Uttar Pradesh,3,6.4,B.Sc. Statistics,2020-09-19,Telangana
EMP00235,Siya Sem,Director General,National Sample Survey Office (NSSO),9,23.6,M.Sc. Statistics,2003-07-23,Punjab
EMP00236,Lakshit Dasgupta,Director General,Data Informatics & Innovation Division (DIID),9,26.9,M.Sc. Statistics,2000-06-21,Bihar
EMP00237,Anjali Prabhu,Additional Director General,Social Statistics Division (SSD),8,26.2,M.Sc. Mathematics,2000-11-19,Chhattisgarh
EMP00238,Darsh Mani,Senior Statistical Officer (SSO),Central Statistics Office (CSO),3,8.3,M.Sc. Statistics,2018-03-10,Jharkhand
EMP00239,Joshua Luthra,Joint Director,Price Statistics Division (PSD),6,23.2,M.A. Economics,2003-05-28,Jharkhand
EMP00240,Nikita Borra,Assistant Director,State DES - Maharashtra,4,12.4,M.Tech Computer Science,2014-11-10,Bihar
EMP00241,Bahadurjit Rao,Statistical Officer (SO),National Accounts Division (NAD),2,5.5,M.Sc. Mathematics,2021-11-20,Uttar Pradesh
EMP00242,Lakshit Kapoor,Joint Director,State DES - Karnataka,6,22.1,B.Sc. Statistics,2004-02-02,West Bengal
EMP00243,Jeet Mani,Deputy Director,State DES - Karnataka,5,15.5,MBA,2011-11-01,Himachal Pradesh
EMP00244,Falak Basak,Director General,Economic Census Division (ECD),9,25.5,PhD Statistics,2001-11-13,Gujarat
EMP00245,Anvi Sem,Statistical Officer (SO),National Accounts Division (NAD),2,6.8,PhD Statistics,2020-08-15,Madhya Pradesh
EMP00246,Viraj Gupta,Senior Statistical Officer (SSO),State DES - Bihar,3,7.1,M.A. Economics,2019-07-05,Telangana
EMP00247,Bhavini Kant,Director General,Social Statistics Division (SSD),9,28.7,M.Sc. Data Science,1998-02-09,Odisha
EMP00248,Aahana Singh,Senior Statistical Officer (SSO),Economic Census Division (ECD),3,5.0,MBA,2021-07-08,Himachal Pradesh
EMP00249,Imaran Kapoor,Senior Statistical Officer (SSO),State DES - Karnataka,3,12.1,M.A. Economics,2014-03-16,Rajasthan
EMP00250,Manan Sem,Additional Director General,State DES - Uttar Pradesh,8,28.5,B.Sc. Statistics,1998-07-17,Karnataka
EMP00251,Mitali Singh,Assistant Director,Central Statistics Office (CSO),4,11.8,B.Sc. Statistics,2015-08-20,Punjab
EMP00252,Bimala Seshadri,Additional Director General,Central Statistics Office (CSO),8,21.4,M.Sc. Statistics,2005-03-09,Madhya Pradesh
EMP00253,Lakshit Kant,Director,Data Informatics & Innovation Division (DIID),7,19.4,B.Sc. Statistics,2007-09-07,Uttarakhand
EMP00254,Siya Taneja,Deputy Director,State DES - Maharashtra,5,9.7,PhD Statistics,2017-05-27,Chhattisgarh
EMP00255,Bahadurjit Mukhopadhyay,Statistical Officer (SO),National Sample Survey Office (NSSO),2,2.9,MBA,2024-06-18,Telangana
EMP00256,Siya Bali,Senior Statistical Officer (SSO),State DES - Maharashtra,3,6.0,MBA,2020-01-02,Jharkhand
EMP00257,Mitali Bhatt,Joint Director,State DES - Maharashtra,6,21.6,PhD Statistics,2005-10-17,Bihar
EMP00258,Maanas Bhatti,Joint Director,State DES - Karnataka,6,14.0,M.Tech Computer Science,2012-06-17,Uttarakhand
EMP00259,Hiral Chaudhary,Director General,State DES - Karnataka,9,27.9,M.Tech Computer Science,1999-01-12,Assam
EMP00260,Hitesh Mukhopadhyay,Statistical Officer (SO),State DES - Karnataka,2,8.9,M.Tech Computer Science,2018-10-16,West Bengal
EMP00261,Gaurika Mandal,Assistant Director,State DES - Karnataka,4,13.2,PhD Statistics,2013-09-21,Uttar Pradesh
EMP00262,Lakshit Murthy,Director,State DES - Tamil Nadu,7,16.8,M.Sc. Data Science,2010-10-23,Maharashtra
EMP00263,Eta Mody,Junior Statistical Officer (JSO),Data Informatics & Innovation Division (DIID),1,2.8,M.Sc. Mathematics,2024-12-07,Madhya Pradesh
EMP00264,Yash Chaudhary,Additional Director General,State DES - Bihar,8,28.5,B.Sc. Statistics,1998-09-07,Bihar
EMP00265,Harini Bhatti,Additional Director General,Social Statistics Division (SSD),8,24.3,M.Sc. Mathematics,2002-09-11,Odisha
EMP00266,Rushil Sidhu,Deputy Director,Price Statistics Division (PSD),5,15.1,M.Sc. Data Science,2011-09-10,Kerala
EMP00267,Yashvi Agrawal,Deputy Director,State DES - Bihar,5,16.0,PhD Statistics,2010-08-12,Haryana
EMP00268,Harini Gill,Deputy Director,State DES - Karnataka,5,11.9,MBA,2015-06-25,Andhra Pradesh
EMP00269,Dayamai Balasubramanian,Deputy Director,State DES - Bihar,5,9.4,M.Sc. Statistics,2017-08-21,Telangana
EMP00270,Gaurika Mital,Additional Director General,State DES - Maharashtra,8,20.6,M.Tech Computer Science,2006-12-09,Chhattisgarh
EMP00271,Maanas Goswami,Assistant Director,State DES - Tamil Nadu,4,8.4,M.Sc. Data Science,2018-01-04,Gujarat
EMP00272,Yash Gupta,Additional Director General,National Accounts Division (NAD),8,19.2,B.Sc. Statistics,2007-03-14,Chhattisgarh
EMP00273,Jeet Basak,Additional Director General,Price Statistics Division (PSD),8,23.7,M.Tech Computer Science,2003-05-21,Haryana
EMP00274,Charan Mani,Statistical Officer (SO),Price Statistics Division (PSD),2,6.6,B.Sc. Statistics,2020-07-27,Uttar Pradesh
EMP00275,Darsh Nazareth,Director,National Accounts Division (NAD),7,24.5,M.Tech Computer Science,2002-01-10,Maharashtra
EMP00276,Aadi Dubey,Statistical Officer (SO),Social Statistics Division (SSD),2,8.5,M.Tech Computer Science,2018-11-18,Odisha
EMP00277,Gunbir Dani,Senior Statistical Officer (SSO),State DES - Uttar Pradesh,3,12.5,M.Tech Computer Science,2014-02-11,Rajasthan
EMP00278,Joshua Sandhu,Additional Director General,State DES - Bihar,8,25.8,M.Sc. Mathematics,2001-12-11,West Bengal
EMP00279,Yatin Chhabra,Assistant Director,State DES - Tamil Nadu,4,7.8,MBA,2019-09-11,Madhya Pradesh
EMP00280,Nikita Dara,Statistical Officer (SO),National Accounts Division (NAD),2,3.3,PhD Statistics,2023-04-01,Haryana
EMP00281,Gaurika Kaur,Assistant Director,Economic Census Division (ECD),4,10.5,M.A. Economics,2016-10-24,Punjab
EMP00282,Aadi Nath,Deputy Director,State DES - Bihar,5,15.5,M.Sc. Data Science,2011-11-04,Maharashtra
EMP00283,Mitali Agrawal,Senior Statistical Officer (SSO),State DES - Maharashtra,3,8.1,M.Tech Computer Science,2018-11-10,Tamil Nadu
EMP00284,Siya Murthy,Assistant Director,National Accounts Division (NAD),4,8.2,PhD Statistics,2018-08-24,Bihar
EMP00285,Amaira Kant,Director,State DES - Uttar Pradesh,7,23.4,M.Sc. Data Science,2003-11-25,Gujarat
EMP00286,Amaira Tiwari,Statistical Officer (SO),State DES - Maharashtra,2,5.7,M.A. Economics,2021-10-04,Karnataka
EMP00287,Charan Seshadri,Director General,Price Statistics Division (PSD),9,32.8,M.Sc. Mathematics,1994-06-28,Uttar Pradesh
EMP00288,Gunbir Prabhu,Statistical Officer (SO),State DES - Bihar,2,6.8,PhD Statistics,2020-09-15,Karnataka
EMP00289,Dayamai Ahluwalia,Additional Director General,Data Informatics & Innovation Division (DIID),8,19.6,PhD Statistics,2007-01-18,Uttarakhand
EMP00290,Mitali Mukhopadhyay,Deputy Director,Data Informatics & Innovation Division (DIID),5,16.2,M.Tech Computer Science,2010-12-07,West Bengal
EMP00291,Vinaya Bains,Junior Statistical Officer (JSO),State DES - Bihar,1,2.7,M.Sc. Statistics,2024-01-03,Chhattisgarh
EMP00292,Libni Dasgupta,Junior Statistical Officer (JSO),National Accounts Division (NAD),1,2.1,M.Sc. Mathematics,2024-06-13,Madhya Pradesh
EMP00293,Aahana Tiwari,Director,State DES - Tamil Nadu,7,19.5,M.Sc. Mathematics,2007-02-06,Telangana
EMP00294,Rushil Dara,Director General,Price Statistics Division (PSD),9,23.5,B.Sc. Statistics,2003-05-15,West Bengal
EMP00295,Vedhika Sandhu,Director General,Data Informatics & Innovation Division (DIID),9,27.1,M.Sc. Data Science,1999-08-12,Gujarat
EMP00296,Harsh Krishnan,Assistant Director,State DES - Bihar,4,15.4,M.Sc. Statistics,2011-11-14,Maharashtra
EMP00297,Bahadurjit Mani,Junior Statistical Officer (JSO),National Sample Survey Office (NSSO),1,2.0,M.Sc. Statistics,2024-01-15,Himachal Pradesh
EMP00298,Amaira Mukhopadhyay,Junior Statistical Officer (JSO),Central Statistics Office (CSO),1,2.0,MBA,2024-04-18,Odisha
EMP00299,Viraj Bali,Junior Statistical Officer (JSO),Economic Census Division (ECD),1,1.6,M.Sc. Data Science,2025-06-19,Uttarakhand
EMP00300,Amaira Mani,Joint Director,National Accounts Division (NAD),6,14.8,M.Sc. Data Science,2012-05-09,Madhya Pradesh
EMP00301,Charan Taneja,Senior Statistical Officer (SSO),Data Informatics & Innovation Division (DIID),3,10.3,PhD Statistics,2016-06-21,Maharashtra
EMP00302,Varsha Kaur,Director General,Data Informatics & Innovation Division (DIID),9,25.8,MBA,2001-05-13,Bihar
EMP00303,Darsh Bali,Director General,Price Statistics Division (PSD),9,27.7,M.Tech Computer Science,1999-08-02,Bihar
EMP00304,Harini Shukla,Director,National Accounts Division (NAD),7,21.7,MBA,2005-05-07,Gujarat
EMP00305,Hitesh Mandal,Statistical Officer (SO),Social Statistics Division (SSD),2,8.5,M.Sc. Statistics,2018-12-27,Chhattisgarh
EMP00306,Kabir Ahluwalia,Deputy Director,State DES - Karnataka,5,12.8,B.Sc. Statistics,2014-04-26,Karnataka
EMP00307,Bhavini Dhar,Director General,Price Statistics Division (PSD),9,24.6,M.A. Economics,2002-01-07,Punjab
EMP00308,Libni Mody,Statistical Officer (SO),State DES - Uttar Pradesh,2,7.2,M.Sc. Data Science,2019-12-07,Himachal Pradesh
EMP00309,Krishna Singh,Director General,Economic Census Division (ECD),9,25.9,MBA,2001-09-21,Odisha
EMP00310,Neelima Agrawal,Deputy Director,State DES - Uttar Pradesh,5,12.6,PhD Statistics,2014-12-16,Tamil Nadu
EMP00311,Bhavini Seshadri,Joint Director,Social Statistics Division (SSD),6,23.0,M.A. Economics,2003-01-19,Madhya Pradesh
EMP00312,Imaran Chacko,Senior Statistical Officer (SSO),State DES - Maharashtra,3,4.2,MBA,2022-03-07,Punjab
EMP00313,Hitesh Chacko,Director,Price Statistics Division (PSD),7,21.8,PhD Statistics,2005-11-22,Chhattisgarh
EMP00314,Hitesh Borra,Additional Director General,State DES - Tamil Nadu,8,29.6,PhD Statistics,1997-03-24,Odisha
EMP00315,Yatin Sidhu,Senior Statistical Officer (SSO),State DES - Maharashtra,3,5.4,PhD Statistics,2021-09-21,Uttar Pradesh
EMP00316,Charan Gola,Junior Statistical Officer (JSO),National Sample Survey Office (NSSO),1,4.4,B.Sc. Statistics,2022-07-05,West Bengal
EMP00317,Hiral Tella,Assistant Director,National Accounts Division (NAD),4,6.7,B.Sc. Statistics,2020-09-15,Rajasthan
EMP00318,Siya Ahluwalia,Additional Director General,Central Statistics Office (CSO),8,25.9,B.Sc. Statistics,2001-09-14,Chhattisgarh
EMP00319,Krish Narayanan,Director General,State DES - Maharashtra,9,30.7,M.Tech Computer Science,1996-09-27,West Bengal
EMP00320,Mohammed Mukhopadhyay,Director,National Accounts Division (NAD),7,24.7,M.Sc. Statistics,2002-09-05,Tamil Nadu
EMP00321,Zaitra Mody,Director General,Social Statistics Division (SSD),9,25.0,M.Tech Computer Science,2001-02-12,Andhra Pradesh
EMP00322,Krishna Sem,Assistant Director,Price Statistics Division (PSD),4,15.9,M.Tech Computer Science,2011-11-28,Karnataka
EMP00323,Jeet Bali,Junior Statistical Officer (JSO),Data Informatics & Innovation Division (DIID),1,1.4,MBA,2025-08-02,Chhattisgarh
EMP00324,Dev Nath,Senior Statistical Officer (SSO),Data Informatics & Innovation Division (DIID),3,4.8,M.A. Economics,2022-02-17,Uttarakhand
EMP00325,Aarush Nazareth,Assistant Director,State DES - Bihar,4,8.1,PhD Statistics,2018-01-03,Kerala
EMP00326,Vedhika Krishnan,Director General,Central Statistics Office (CSO),9,28.8,M.Sc. Mathematics,1998-01-07,Haryana
EMP00327,Vinaya Balasubramanian,Director,Economic Census Division (ECD),7,26.1,M.Sc. Mathematics,2000-04-19,Uttarakhand
EMP00328,Hiral Tripathi,Director,State DES - Maharashtra,7,23.1,M.A. Economics,2003-12-05,Andhra Pradesh
EMP00329,Yatin Khare,Statistical Officer (SO),Social Statistics Division (SSD),2,5.5,B.Sc. Statistics,2021-07-08,Tamil Nadu
EMP00330,Hiral Bains,Joint Director,State DES - Karnataka,6,19.3,MBA,2007-01-21,Haryana
EMP00331,Parth Gill,Additional Director General,Social Statistics Division (SSD),8,23.9,MBA,2003-03-22,Madhya Pradesh
EMP00332,Vinaya Chaudhuri,Director,State DES - Karnataka,7,16.0,M.Tech Computer Science,2010-12-03,Gujarat
EMP00333,Nikita Krishnan,Senior Statistical Officer (SSO),State DES - Tamil Nadu,3,7.8,M.Sc. Mathematics,2019-06-12,Andhra Pradesh
EMP00334,Anya Samra,Junior Statistical Officer (JSO),State DES - Uttar Pradesh,1,4.8,M.A. Economics,2022-02-05,Kerala
EMP00335,Nikita Shroff,Director,State DES - Maharashtra,7,20.4,MBA,2006-01-03,Tamil Nadu
EMP00336,Neelima Taneja,Statistical Officer (SO),Social Statistics Division (SSD),2,6.2,MBA,2020-05-14,West Bengal
EMP00337,Daniel Mani,Statistical Officer (SO),State DES - Maharashtra,2,7.1,M.Sc. Data Science,2019-09-06,Uttarakhand
EMP00338,Vedhika Kaur,Senior Statistical Officer (SSO),Economic Census Division (ECD),3,5.4,M.Tech Computer Science,2021-03-03,Assam
EMP00339,Joshua De,Deputy Director,State DES - Uttar Pradesh,5,13.2,M.Sc. Statistics,2013-05-08,Telangana
EMP00340,Lakshit Tella,Additional Director General,Price Statistics Division (PSD),8,25.1,PhD Statistics,2001-03-10,Tamil Nadu
EMP00341,Krish Dara,Joint Director,Data Informatics & Innovation Division (DIID),6,22.1,M.A. Economics,2004-06-14,Odisha
EMP00342,Jagvi Seth,Senior Statistical Officer (SSO),State DES - Karnataka,3,7.0,M.Sc. Data Science,2019-06-06,Assam
EMP00343,Krishna Bhatti,Deputy Director,State DES - Tamil Nadu,5,16.3,PhD Statistics,2010-04-11,Uttarakhand
EMP00344,Daniel Krishnan,Director,State DES - Karnataka,7,19.4,M.Sc. Data Science,2007-09-06,Uttarakhand
EMP00345,Vedhika Mani,Director General,State DES - Bihar,9,22.3,PhD Statistics,2004-08-26,Rajasthan
EMP00346,Ranveer Seshadri,Statistical Officer (SO),Data Informatics & Innovation Division (DIID),2,7.7,PhD Statistics,2019-11-10,Bihar
EMP00347,Zaitra Borra,Senior Statistical Officer (SSO),Data Informatics & Innovation Division (DIID),3,11.2,M.Sc. Statistics,2015-10-16,Odisha
EMP00348,Vinaya Dara,Director General,State DES - Bihar,9,28.1,MBA,1998-01-26,Chhattisgarh
EMP00349,Siya Khare,Director General,National Sample Survey Office (NSSO),9,29.1,M.Sc. Statistics,1997-11-22,Gujarat
EMP00350,Neelima Luthra,Junior Statistical Officer (JSO),State DES - Tamil Nadu,1,3.3,MBA,2023-07-04,Haryana
EMP00351,Krish Goswami,Deputy Director,State DES - Bihar,5,11.2,M.Sc. Data Science,2015-06-13,Odisha
EMP00352,Mitali Mani,Director General,Central Statistics Office (CSO),9,23.8,PhD Statistics,2003-05-14,Tamil Nadu
EMP00353,Aarush Samra,Statistical Officer (SO),State DES - Bihar,2,7.8,M.Sc. Mathematics,2019-05-11,Telangana
EMP00354,Mitali Gill,Assistant Director,Social Statistics Division (SSD),4,11.2,PhD Statistics,2015-08-24,Tamil Nadu
EMP00355,Mohammed Prabhu,Joint Director,Central Statistics Office (CSO),6,12.8,M.Sc. Statistics,2014-06-21,West Bengal
EMP00356,Anya Mukhopadhyay,Senior Statistical Officer (SSO),State DES - Bihar,3,13.3,M.Sc. Data Science,2013-03-18,Jharkhand
EMP00357,Joshua Gupta,Director General,State DES - Uttar Pradesh,9,27.1,M.Sc. Data Science,1999-11-06,Andhra Pradesh
EMP00358,Darsh Tella,Director,State DES - Bihar,7,19.7,M.Sc. Data Science,2007-10-14,Odisha
EMP00359,Daniel Nath,Assistant Director,State DES - Bihar,4,8.1,M.Sc. Statistics,2018-02-26,Uttarakhand
EMP00360,Imaran Rao,Senior Statistical Officer (SSO),Price Statistics Division (PSD),3,7.7,PhD Statistics,2019-05-22,Tamil Nadu
EMP00361,Imaran Dani,Director General,Social Statistics Division (SSD),9,33.6,MBA,1993-07-19,Himachal Pradesh
EMP00362,Eta Sidhu,Joint Director,State DES - Karnataka,6,22.1,M.Sc. Mathematics,2004-10-19,Punjab
EMP00363,Nikita Mukhopadhyay,Senior Statistical Officer (SSO),Price Statistics Division (PSD),3,7.1,M.Tech Computer Science,2019-03-12,Tamil Nadu
EMP00364,Mohammed Balasubramanian,Director General,State DES - Karnataka,9,26.7,M.Sc. Mathematics,2000-07-14,Uttarakhand
EMP00365,Darsh Dani,Director General,State DES - Tamil Nadu,9,30.3,M.Sc. Mathematics,1996-03-16,Chhattisgarh
EMP00366,Ranveer Bhatt,Senior Statistical Officer (SSO),State DES - Uttar Pradesh,3,7.1,B.Sc. Statistics,2019-01-16,Telangana
EMP00367,Maanas Mody,Director,State DES - Maharashtra,7,26.6,PhD Statistics,2000-11-16,Madhya Pradesh
EMP00368,Yash Talwar,Additional Director General,National Sample Survey Office (NSSO),8,23.9,B.Sc. Statistics,2003-05-02,Gujarat
EMP00369,Parth Chacko,Director General,State DES - Uttar Pradesh,9,25.5,PhD Statistics,2001-09-04,Chhattisgarh
EMP00370,Aadi Joshi,Deputy Director,Social Statistics Division (SSD),5,16.8,B.Sc. Statistics,2010-09-07,Odisha
EMP00371,Vyanjana Goswami,Assistant Director,Central Statistics Office (CSO),4,9.0,PhD Statistics,2017-06-28,Kerala
EMP00372,Jagvi Samra,Additional Director General,National Sample Survey Office (NSSO),8,28.4,M.Sc. Data Science,1998-12-19,Rajasthan
EMP00373,Mohammed Sidhu,Director,National Accounts Division (NAD),7,17.0,M.Sc. Data Science,2009-01-19,Rajasthan
EMP00374,Neelima Rao,Deputy Director,National Accounts Division (NAD),5,15.0,M.A. Economics,2011-05-19,Punjab
EMP00375,Parth Tripathi,Director General,State DES - Tamil Nadu,9,33.8,M.Sc. Statistics,1993-07-02,Bihar
EMP00376,Parth Tiwari,Senior Statistical Officer (SSO),National Accounts Division (NAD),3,11.0,M.Sc. Data Science,2015-12-11,Bihar
EMP00377,Hiral Singh,Director,State DES - Karnataka,7,20.9,M.Tech Computer Science,2006-07-15,Madhya Pradesh
EMP00378,Anjali Tella,Statistical Officer (SO),State DES - Bihar,2,4.8,M.Tech Computer Science,2022-08-16,Telangana
EMP00379,Eshana Dhar,Junior Statistical Officer (JSO),State DES - Bihar,1,4.5,M.Sc. Statistics,2022-11-22,Odisha
EMP00380,Mohammed Sidhu,Statistical Officer (SO),Data Informatics & Innovation Division (DIID),2,7.6,M.Sc. Data Science,2019-04-16,Madhya Pradesh
EMP00381,Parth Bhatti,Deputy Director,State DES - Karnataka,5,12.4,M.Sc. Mathematics,2014-08-26,Uttarakhand
EMP00382,Hitesh Kapoor,Junior Statistical Officer (JSO),State DES - Tamil Nadu,1,1.2,PhD Statistics,2025-02-28,West Bengal
